pokemon_id,pokemon_name,pokemon_base_exp,pokemon_height,pokemon_weight,pokemon_hp,pokemon_atk,pokemon_def,pokemon_sp_atk,pokemon_sp_def,pokemon_speed,pokemon_type_1,pokemon_type_2,p_species_gender_rate,p_species_capture_rate,p_species_base_happiness,p_species_is_baby,p_species_is_legendary,p_species_is_mythical,p_species_color,p_species_shape,p_species_gen
1004,chi-yu,285,4,49,55,80,80,135,120,100,dark,fire,-1,6,0,False,True,False,red,fish,generation-ix
1005,roaring-moon,295,20,3800,105,139,71,55,101,119,dragon,dark,-1,10,0,False,False,False,green,quadruped,generation-ix
1006,iron-valiant,295,14,350,74,130,90,120,60,116,fairy,fighting,-1,10,0,False,False,False,white,humanoid,generation-ix
1007,koraidon,335,25,3030,100,135,115,85,100,135,fighting,dragon,-1,3,0,False,True,False,red,upright,generation-ix
1008,miraidon,335,35,2400,100,85,100,135,115,135,electric,dragon,-1,3,0,False,True,False,blue,quadruped,generation-ix
1009,walking-wake,295,35,2800,99,83,91,125,83,109,water,dragon,-1,5,0,False,False,False,blue,upright,generation-ix
1010,iron-leaves,295,15,1250,90,130,88,70,108,104,grass,psychic,-1,5,0,False,False,False,green,quadruped,generation-ix
1011,dipplin,170,4,97,80,80,110,95,80,40,grass,dragon,-1,45,50,False,False,False,green,heads,generation-ix
1012,poltchageist,62,1,11,40,45,45,74,54,50,grass,ghost,-1,120,50,False,False,False,green,ball,generation-ix
1013,sinistcha,178,2,22,71,60,106,121,80,70,grass,ghost,-1,60,50,False,False,False,green,ball,generation-ix
1014,okidogi,278,18,922,88,128,115,58,86,80,poison,fighting,-1,3,0,False,True,False,black,upright,generation-ix
1015,munkidori,278,10,122,88,75,66,130,90,106,poison,psychic,-1,3,0,False,True,False,black,humanoid,generation-ix
1016,fezandipiti,278,14,301,88,91,82,70,125,99,poison,fairy,-1,3,0,False,True,False,black,wings,generation-ix
1017,ogerpon,275,12,398,80,120,84,60,96,110,grass,,-1,5,50,False,True,False,green,humanoid,generation-ix
1018,archaludon,300,20,600,90,105,130,125,65,85,steel,dragon,4,10,50,False,False,False,white,upright,generation-ix
1019,hydrapple,270,18,930,106,80,110,120,80,44,grass,dragon,4,10,50,False,False,False,green,heads,generation-ix
1020,gouging-fire,295,35,5900,105,115,121,65,93,91,fire,dragon,-1,10,0,False,False,False,brown,quadruped,generation-ix
1021,raging-bolt,295,52,4800,125,73,91,137,89,75,electric,dragon,-1,10,0,False,False,False,yellow,quadruped,generation-ix
1022,iron-boulder,295,15,1625,90,120,80,68,108,124,rock,psychic,-1,10,0,False,False,False,gray,quadruped,generation-ix
1023,iron-crown,295,16,1560,90,72,100,122,108,98,steel,psychic,-1,10,0,False,False,False,blue,quadruped,generation-ix
1024,terapagos,90,2,65,90,65,85,65,85,60,normal,,-1,255,50,False,True,False,blue,quadruped,generation-ix
1025,pecharunt,300,3,3,88,88,160,88,88,88,poison,ghost,-1,3,0,False,False,True,purple,ball,generation-ix
